BCI-AV#,English,POS,Derivation - explanation,BCI-AV#,POS,Derivation - explanation svenska ,Swedish,BCI-AV#,Norwegian,BCI-AV#,Finnish,BCI-AV#,Hungarian,BCI-AV#,German,BCI-AV#,Dutch,BCI-AV#,Afrikaans,BCI-AV#,Russian,BCI-AV#,Latvian,BCI-AV#,Polish,BCI-AV#,French,BCI-AV#,Spanish,BCI-AV#,Portugese - draft,BCI-AV#,Italian - draft,BCI-AV#,Danish - draft
8558,H_(uppercase),WHITE,(Latin English uppercase letter H)  - Character,8558,WHITE,(Latin English uppercase letter H)  - Character,H (stora),8558,H (stor bokstav),8558,H (iso kirjain),8558,H (nagybetű),8558,H (Großbuchstabe),8558,H (hoofdletter),8558,H (hoofletter),8558,H (прописная буква),8558,H (lielais burts),8558,H (wielka litera),8558,H (lettre majuscule),8558,H (letra mayúscula),8558,H (letra maiúscula),8558,H (lettera maiuscola),8558,H (stort bogstav)
8559,I_(uppercase),WHITE,(Latin English uppercase letter I)  - Character,8559,WHITE,(Latin English uppercase letter I)  - Character,I (stora),8559,I (stor bokstav),8559,I (iso kirjain),8559,I (nagybetű),8559,I (Großbuchstabe),8559,I (hoofdletter),8559,I (hoofletter),8559,I (прописная буква),8559,I (lielais burts),8559,I (wielka litera),8559,I (lettre majuscule),8559,I (letra mayúscula),8559,I (letra maiúscula),8559,I (lettera maiuscola),8559,I (stort bogstav)
8560,J_(uppercase),WHITE,(Latin English uppercase letter J)  - Character,8560,WHITE,(Latin English uppercase letter J)  - Character,J (stora),8560,J (stor bokstav),8560,J (iso kirjain),8560,J (nagybetű),8560,J (Großbuchstabe),8560,J (hoofdletter),8560,J (hoofletter),8560,J (прописная буква),8560,J (lielais burts),8560,J (wielka litera),8560,J (lettre majuscule),8560,J (letra mayúscula),8560,J (letra maiúscula),8560,J (lettera maiuscola),8560,J (stort bogstav)
8561,K_(uppercase),WHITE,(Latin English uppercase letter K)  - Character,8561,WHITE,(Latin English uppercase letter K)  - Character,K (stora),8561,K (stor bokstav),8561,K (iso kirjain),8561,K (nagybetű),8561,K (Großbuchstabe),8561,K (hoofdletter),8561,K (hoofletter),8561,K (прописная буква),8561,K (lielais burts),8561,K (wielka litera),8561,K (lettre majuscule),8561,K (letra mayúscula),8561,K (letra maiúscula),8561,K (lettera maiuscola),8561,K (stort bogstav)
8562,L_(uppercase),WHITE,(Latin English uppercase letter L)  - Character,8562,WHITE,(Latin English uppercase letter L)  - Character,L (stora),8562,L (stor bokstav),8562,L (iso kirjain),8562,L (nagybetű),8562,L (Großbuchstabe),8562,L (hoofdletter),8562,L (hoofletter),8562,L (прописная буква),8562,L (lielais burts),8562,L (wielka litera),8562,L (lettre majuscule),8562,L (letra mayúscula),8562,L (letra maiúscula),8562,L (lettera maiuscola),8562,L (stort bogstav)
8563,M_(uppercase),WHITE,(Latin English uppercase letter M)  - Character,8563,WHITE,(Latin English uppercase letter M)  - Character,M (stora),8563,M (stor bokstav),8563,M (iso kirjain),8563,M (nagybetű),8563,M (Großbuchstabe),8563,M (hoofdletter),8563,M (hoofletter),8563,M (прописная буква),8563,M (lielais burts),8563,M (wielka litera),8563,M (lettre majuscule),8563,M (letra mayúscula),8563,M (letra maiúscula),8563,M (lettera maiuscola),8563,M (stort bogstav)
8564,N_(uppercase),WHITE,(Latin English uppercase letter N)  - Character,8564,WHITE,(Latin English uppercase letter N)  - Character,N (stora),8564,N (stor bokstav),8564,N (iso kirjain),8564,N (nagybetű),8564,N (Großbuchstabe),8564,N (hoofdletter),8564,N (hoofletter),8564,N (прописная буква),8564,N (lielais burts),8564,N (wielka litera),8564,N (lettre majuscule),8564,N (letra mayúscula),8564,N (letra maiúscula),8564,N (lettera maiuscola),8564,N (stort bogstav)
8565,O_(uppercase),WHITE,(Latin English uppercase letter O)  - Character,8565,WHITE,(Latin English uppercase letter O)  - Character,O (stora),8565,O (stor bokstav),8565,O (iso kirjain),8565,O (nagybetű),8565,O (Großbuchstabe),8565,O (hoofdletter),8565,O (hoofletter),8565,O (прописная буква),8565,O (lielais burts),8565,O (wielka litera),8565,O (lettre majuscule),8565,O (letra mayúscula),8565,O (letra maiúscula),8565,O (lettera maiuscola),8565,O (stort bogstav)
8566,P_(uppercase),WHITE,(Latin English uppercase letter P)  - Character,8566,WHITE,(Latin English uppercase letter P)  - Character,P (stora),8566,P (stor bokstav),8566,P (iso kirjain),8566,P (nagybetű),8566,P (Großbuchstabe),8566,P (hoofdletter),8566,P (hoofletter),8566,P (прописная буква),8566,P (lielais burts),8566,P (wielka litera),8566,P (lettre majuscule),8566,P (letra mayúscula),8566,P (letra maiúscula),8566,P (lettera maiuscola),8566,P (stort bogstav)
8567,Q_(uppercase),WHITE,(Latin English uppercase letter Q)  - Character,8567,WHITE,(Latin English uppercase letter Q)  - Character,Q (stora),8567,Q (stor bokstav),8567,Q (iso kirjain),8567,Q (nagybetű),8567,Q (Großbuchstabe),8567,Q (hoofdletter),8567,Q (hoofletter),8567,Q (прописная буква),8567,Q (lielais burts),8567,Q (wielka litera),8567,Q (lettre majuscule),8567,Q (letra mayúscula),8567,Q (letra maiúscula),8567,Q (lettera maiuscola),8567,Q (stort bogstav)
8568,R_(uppercase),WHITE,(Latin English uppercase letter R)  - Character,8568,WHITE,(Latin English uppercase letter R)  - Character,R (stora),8568,R (stor bokstav),8568,R (iso kirjain),8568,R (nagybetű),8568,R (Großbuchstabe),8568,R (hoofdletter),8568,R (hoofletter),8568,R (прописная буква),8568,R (lielais burts),8568,R (wielka litera),8568,R (lettre majuscule),8568,R (letra mayúscula),8568,R (letra maiúscula),8568,R (lettera maiuscola),8568,R (stort bogstav)
8569,S_(uppercase),WHITE,(Latin English uppercase letter S)  - Character,8569,WHITE,(Latin English uppercase letter S)  - Character,S (stora),8569,S (stor bokstav),8569,S (iso kirjain),8569,S (nagybetű),8569,S (Großbuchstabe),8569,S (hoofdletter),8569,S (hoofletter),8569,S (прописная буква),8569,S (lielais burts),8569,S (wielka litera),8569,S (lettre majuscule),8569,S (letra mayúscula),8569,S (letra maiúscula),8569,S (lettera maiuscola),8569,S (stort bogstav)
8570,T_(uppercase),WHITE,(Latin English uppercase letter T)  - Character,8570,WHITE,(Latin English uppercase letter T)  - Character,T (stora),8570,T (stor bokstav),8570,T (iso kirjain),8570,T (nagybetű),8570,T (Großbuchstabe),8570,T (hoofdletter),8570,T (hoofletter),8570,T (прописная буква),8570,T (lielais burts),8570,T (wielka litera),8570,T (lettre majuscule),8570,T (letra mayúscula),8570,T (letra maiúscula),8570,T (lettera maiuscola),8570,T (stort bogstav)
8571,U_(uppercase),WHITE,(Latin English uppercase letter U)  - Character,8571,WHITE,(Latin English uppercase letter U)  - Character,U (stora),8571,U (stor bokstav),8571,U (iso kirjain),8571,U (nagybetű),8571,U (Großbuchstabe),8571,U (hoofdletter),8571,U (hoofletter),8571,U (прописная буква),8571,U (lielais burts),8571,U (wielka litera),8571,U (lettre majuscule),8571,U (letra mayúscula),8571,U (letra maiúscula),8571,U (lettera maiuscola),8571,U (stort bogstav)
8572,V_(uppercase),WHITE,(Latin English uppercase letter V)  - Character,8572,WHITE,(Latin English uppercase letter V)  - Character,V (stora),8572,V (stor bokstav),8572,V (iso kirjain),8572,V (nagybetű),8572,V (Großbuchstabe),8572,V (hoofdletter),8572,V (hoofletter),8572,V (прописная буква),8572,V (lielais burts),8572,V (wielka litera),8572,V (lettre majuscule),8572,V (letra mayúscula),8572,V (letra maiúscula),8572,V (lettera maiuscola),8572,V (stort bogstav)
8573,W_(uppercase),WHITE,(Latin English uppercase letter W)  - Character,8573,WHITE,(Latin English uppercase letter W)  - Character,W (stora),8573,W (stor bokstav),8573,W (iso kirjain),8573,W (nagybetű),8573,W (Großbuchstabe),8573,W (hoofdletter),8573,W (hoofletter),8573,W (прописная буква),8573,W (lielais burts),8573,W (wielka litera),8573,W (lettre majuscule),8573,W (letra mayúscula),8573,W (letra maiúscula),8573,W (lettera maiuscola),8573,W (stort bogstav)
8574,X_(uppercase),WHITE,(Latin English uppercase letter X)  - Character,8574,WHITE,(Latin English uppercase letter X)  - Character,X (stora),8574,X (stor bokstav),8574,X (iso kirjain),8574,X (nagybetű),8574,X (Großbuchstabe),8574,X (hoofdletter),8574,X (hoofletter),8574,X (прописная буква),8574,X (lielais burts),8574,X (wielka litera),8574,X (lettre majuscule),8574,X (letra mayúscula),8574,X (letra maiúscula),8574,X (lettera maiuscola),8574,X (stort bogstav)
8575,Y_(uppercase),WHITE,(Latin English uppercase letter Y)  - Character,8575,WHITE,(Latin English uppercase letter Y)  - Character,Y (stora),8575,Y (stor bokstav),8575,Y (iso kirjain),8575,Y (nagybetű),8575,Y (Großbuchstabe),8575,Y (hoofdletter),8575,Y (hoofletter),8575,Y (прописная буква),8575,Y (lielais burts),8575,Y (wielka litera),8575,Y (lettre majuscule),8575,Y (letra mayúscula),8575,Y (letra maiúscula),8575,Y (lettera maiuscola),8575,Y (stort bogstav)
8576,Z_(uppercase),WHITE,(Latin English uppercase letter Z)  - Character,8576,WHITE,(Latin English uppercase letter Z)  - Character,Z (stora),8576,Z (stor bokstav),8576,Z (iso kirjain),8576,Z (nagybetű),8576,Z (Großbuchstabe),8576,Z (hoofdletter),8576,Z (hoofletter),8576,Z (прописная буква),8576,Z (lielais burts),8576,Z (wielka litera),8576,Z (lettre majuscule),8576,Z (letra mayúscula),8576,Z (letra maiúscula),8576,Z (lettera maiuscola),8576,Z (stort bogstav)
8993,indicator_(action),GRAY,"(action [quarter-sized]: placed above a symbol to create (1) the infinitive form of a verb, and (2) the present tense of a verb)  - Character (indicator)",8993,GRAY,"(action [quarter-sized]: placed above a symbol to create (1) the infinitive form of a verb, and (2) the present tense of a verb)  - Character (indicator)","operator (handling, infinitiv)",8993,"indikator (infinitiv, handling)",8993,toiminnan merkki,8993,cselekvésjel (igét jelző nyelvtani indikátor),8993,"Indikator (Handlung, Infinitiv, Gegenwart)",8993,indicator tegenwoordige tijd,8993,"aanwyser (teenwoordige tyd, infinitief) (aksie)",8993,индикатор (неопр.ф.гл.),8993,indikators (darbības vārds),8993,wyznacznik czasownika ,8993,indicateur de verbe (action),8993,indicador (acción),8993,,8993,,8993,
8994,indicator_(active),GRAY,(action indicator [modification]: turned on its side and pointing forward: placed above a symbol to emphasize that something is acting on something else. The symbol is logically related to about.) - Character (indicator - modified),8994,GRAY,(action indicator [modification]: turned on its side and pointing forward: placed above a symbol to emphasize that something is acting on something else. The symbol is logically related to about.) - Character (indicator - modified),operator (handling aktiv form),8994,indikator (aktiv form),8994,aktiivin merkki,8994,,8994,"Indikator (Handlung, aktive Form)",8994,indicator (active),8994,aanwyser (aktief),8994,индикатор (творит.залог гл.),8994,indikators (aktīvā forma),8994,wyznacznik strony czynnej,8994,indicateur du verbe à la voix active,8994,indicador (activo),8994,,8994,,8994,
8995,indicator_(conditional),GRAY,(question mark [quarter-sized]: placed above a symbol to indicate the equivalent of the English present conditional form)  - Character (indicator),8995,GRAY,(question mark [quarter-sized]: placed above a symbol to indicate the equivalent of the English present conditional form)  - Character (indicator),operator (konditionalis),8995,indikator (preteritum futurum),8995,mahdollisen toiminnan merkki,8995,feltételes jelen idő jele (nyelvtani indikátor),8995,"Indikator (Bedingungsform, Irrealis)",8995,indicator voorwaardelijk tegenwoordige tijd,8995,"aanwyser (kondisioneel, voorwaardelik, voorwaardelike wys)",8995,индикатор (услов.наклон.гл.),8995,indikators (nosacītais laiks),8995,wyznacznik trybu przypuszczającego,8995,indicateur du conditionnel,8995,indicador (condicional),8995,,8995,,8995,
8996,indicator_(description_after_fact),GRAY,"(description indicator + dot: placed above a symbol to indicate meanings equivalent to an English past participle, usually with an -ed or -en ending)  - Character (superimposed - indicator)",8996,GRAY,"(description indicator + dot: placed above a symbol to indicate meanings equivalent to an English past participle, usually with an -ed or -en ending)  - Character (superimposed - indicator)",operator (värdering efter faktum),8996,indikator (vurdering etter fakta),8996,kuvailu tilanteen jälkeen -merkki,8996,múlt idejű melléknévi igenév jele ,8996,"Indikator (Beschreibung nach Tatsache, Partizip II)",8996,indicator beschrijving na feit,8996,aanwyser (na die feit),8996,индикатор (описание после факта),8996,indikators (pagātnes forma),8996,wyznacznik przymiotnika o zakończonym wartościowaniu (np. śmierć z tym wyznacznikem utworzy symbol „zmarły),8996,indicateur d'évaluation après le fait,8996,indicador (descripción posterior al hecho),8996,,8996,,8996,
8997,indicator_(description_before_fact),GRAY,(dot + description indicator: the dot comes before the indicator: placed above a symbol to produce meanings equivalent to English words ending in -able)  - Character (superimposed - indicator),8997,GRAY,(dot + description indicator: the dot comes before the indicator: placed above a symbol to produce meanings equivalent to English words ending in -able)  - Character (superimposed - indicator),operator (värdering före faktum),8997,indikator (vurdering før fakta),8997,kuvailu ennen tilannetta -merkki,8997,jelen idejű melléknévi igenév jele,8997,Indikator (Beschreibung vor der Tatsache),8997,indictor beschrijving voor het feit,8997,aanwyser (voor die feit),8997,индикатор (описание до факта),8997,indikators (līdz faktam),8997,wyznacznik przymiotnika o niezakończonym wartościowaniu (śmierć--> umierający),8997,indicateur d'évaluation avant le fait,8997,indicador (descripción anterior al hecho),8997,,8997,,8997,
8998,indicator_(description),GRAY,(evaluation [quarter-sized]: placed above a symbol to show that it is describing or evaluating something. This indicator produces meanings equivalent to English adjectives and adverbs.)  - Character (indicator),8998,GRAY,(evaluation [quarter-sized]: placed above a symbol to show that it is describing or evaluating something. This indicator produces meanings equivalent to English adjectives and adverbs.)  - Character (indicator),"operator (värdering, adjektiv, adverb)",8998,indikator (vurdering),8998,kuvailun merkki,8998,minősítő jel (melléknevet jelző nyelvtani indikátor),8998,"Indikator (Beschreibung, Adjektive, Adverbien)",8998,indicator beschrijving,8998,aanwyser (beskrywing),8998,"индикатор (имя прилаг.,описание)",8998,indikators (aprakstoša forma),8998,wyznacznik przymiotnika,8998,indicateur de description,8998,indicador (descripción),8998,,8998,,8998,
8999,indicator_(future_action),GRAY,(future [quarter-sized]: placed above a symbol to indicate future action)  - Character (indicator),8999,GRAY,(future [quarter-sized]: placed above a symbol to indicate future action)  - Character (indicator),"operator (handling framtid, futurum)",8999,"indikator (presens futurum, handling framtid)",8999,tulevan toiminnan merkki,8999,jövő idő jele (jövő idejű cselekvés indikátora),8999,"Indikator (Handlung, Zukunft)",8999,indicator toekomende tijd,8999,aanwyser (toekomende tyd),8999,индикатор (буд. вр. гл.),8999,indikators (nākotnes forma),8999,wyznacznik czasu przyszłego,8999,indicateur de verbe au futur,8999,indicador (acción futura),8999,,8999,,8999,
9000,indicator_(future_conditional),GRAY,(conditional indicator + future action indicator: placed above a symbol to indicate the future conditional form)  - Character (superimposed - indicator),9000,GRAY,(conditional indicator + future action indicator: placed above a symbol to indicate the future conditional form)  - Character (superimposed - indicator),operator (konditionalis framtid),9000,"indikator (presens futurum perfektum, i framtiden)",9000,tulevan mahdollisen toiminnan merkki,9000,feltételes jövő idő jele,9000,"Indikator (Bedingungsform, Irrealis, Zukunft)",9000,indicator voorwaardelijk toekomende tijd,9000,"aanwyser (toekomstige tyd kondisioneel, voorwaardelik, voorwaardelike wys)",9000,индикатор (услов.наклон.буд.вр.гл.),9000,indikators (nākotnes laiks),9000,wyznacznik trybu przypuszczającego czasu przyszłego niedokonanego,9000,indicateur conditionnel futur,9000,indicador (futuro condicional),9000,,9000,,9000,
9001,indicator_(future_passive),GRAY,(passive indicator + future action indicator)  - Character (superimposed - indicator),9001,GRAY,(passive indicator + future action indicator)  - Character (superimposed - indicator),operator (passiv form framtid),9001,"indikator (passiv presens futurum, passiv form framtid)",9001,passiivin ja tulevan toiminnan merkki,9001,,9001,"Indikator (Passiv, Zukunft)",9001,indicator passief toekomende tijd,9001,aanwyser (toekomstige tyd passief),9001,индикатор (страдат.залог буд.вр.гл.),9001,indikators (nākotnes pasīvais laiks) ,9001,wyznacznik strony biernej czasu przyszłego,9001,indicateur futur passif,9001,indicador (futuro pasivo),9001,,9001,,9001,
9002,indicator_(future_passive_conditional),GRAY,(passive indicator + future conditional indicator)  - Character (superimposed - indicator),9002,GRAY,(passive indicator + future conditional indicator)  - Character (superimposed - indicator),operator (konditionalis passiv form i framtiden),9002,"indikator (passiv presens futurum perfektum, passiv form i framtiden)",9002,passiivin ja tulevan mahdollisen toiminnan merkki,9002,,9002,"Indikator (Bedingungsform, Irrealis, Passiv, Zukunft)",9002,indicator (future passive conditional),9002,aanwyser (toekomstige tyd kondisioneel),9002,"индикатор (страдат.,услов.,буд.вр.гл.)",9002,indikators (nākotnes laiks),9002,wyznacznik strony biernej czasu przyszłego trybu przypuszczającego,9002,indicateur conditionnel futur passif,9002,indicador (futuro pasivo condicional),9002,,9002,,9002,
